"Review";"Sentiment"
"kualitas chargeran jelek bangettt baru tiga hari pakai sudah rusakk";0
"pelayanan toko jelek proses barang lambat di chat tidak menjawab barang ratarata";0
"barang rusak  ga guna sama sekali  parah";0
"cepet rusak kadang konek kadang engga";0
"barang gajelas lama sampai kotak penyok";0
"setelah dicek tidak utuh 32gb kok bisa ya kemana sisa 3gb nya masmbakrn lagi butuh yaudahlah cukup tau beli disini pertama dan terakhir beli disini";0
"pesanan saya tidak sampai ke alamat saya mau uang saya kembali saya belum menerima pesanan saya";0
"beli kemasan baru di kirim kemasan lama  bintang 1 kontl";0
"anjing ternyata palsu ini barang bangsat2 awas ketipu oi yang asli ada segel distributor nya";0
"barang kw jangan beli disini";0
"buruk";0
"barang bosok sekali pake rusak mau claim dijawab berbelit ama adminnya";0
"chat tidak di balas kuota yang di janjikan 50gb nya tidak masuk hancur la parah parah";0
"ga dikasih adaptor gepeng nya ketipu saya";0
"jir sehari pake udah rusak  quality control dong yg bener ahelah";0
"ini gmn ssd nya gak bisa di pake sy minta ganti";0
"beli mahal2 malah sering tiba2 ngeblur kalau dipakai zoom terus menghubungi cs nya suruh klaim garansi aja minta alamat ga dikasih2 hadeuhh webcam 1 jutaan kualitas sampah";0
"tidak sesuai gambar janggan percaya ama seller ini penipu kualitas jelek";0
"tolong pengiriman punya rasa tanggung jawab ini paket habis berenang di comberan mana dan gak yakin isinya apakah masih bisa di pakai atau masuk bak sampah";0
"l2 r2 trigger nya ampas macam";0
"jelek";0
"barang sampah ini tidak seharusnya dikirimkan ke alamat saya akan tetapi di tong sampah sangat mengecewakan admin tidak merespon sama sekali chat saya lihat barang yg dikirimkan ada dead pixel lalu layar monitornya kebalik sangat mengecewakan catatan buat temanteman yg ingin beli monitor ini tidak ada audiospeakernya kualitas layar juga kurang baik jika ada rejeki lebih belilah dengan merek yg bagus saya sangat menyesal belanja di sini saya tidak merekomendasikan belanja disini";0
"tidak jujur dan kelihatan kalau memaksakan barang terjual barang dikirim tidak sesuai pesanan dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak dengan resiko barang yg di foto ditawarkan memang sebenarnya mungkin tidak ada";0
"beli tgl 9 pesanan selesai tgl 12 danmouse rusak tgl 13 gak bisa komplain dari toped lagi admin ditanyain gmna cara klaim garansi sangat tidak membantu chat hari ini bales besokda dibales gk di jawab2 lagi";0
"gua beli dapetnya v2 di desc gada penjelasan mengenai versi bagusan v1 apalagi rgbnya rgb v2 bener bener cuma red green blue sisa warnanya gaguna switch puller gadapet rgb redup pula ngga ada pemberitahuan mengenai versi keyboardnya bener2 kecewa kapok beli da ambil ae vrtx v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya";0
"belanja dari official store kondisi barang diterima seperti sampah dan barang rongsokan terima kasih";0
"ngaco banget pesen mouse tapi gak lengkap gak ada penutup batre sama bluetoothnya";0
"barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rbolshop emang keras";0
"salah beli gabisa dituker pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot tai";0
"sangat tidak puas baik produknya dan pelayanannya barang cacat pada kondisi tertutup saya mejanya tidak bisa menutup rapat itu dikarenakan pemasangan engselnya tidak sejajar 1 tinggi 1 pendek ini yg menyebabkan listnya sobek krn dipaksa saat menutup daun mejanya jadi fix nya ini cacat pabrik bukan masalah pengiriman dan ternyata komplain ga diterima oleh toko penjual suruh hubungi sendiri ke kurirnya";0
"quality barang jelek baut lepas terus";0
"banyakk rusakk dan lecet nyaaaa";0
"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih  ga ush dibuktikan cek aja pengeluaran barang nya baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota";0
"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa memang lebih murah dari toko lain barang tdk bisa sama saja bohong";0
"barang rusak di kirim";0
"gak bener nih harusnya yang dateng tuh meja utuh malah baut2 gak terpasang dan baut2nya kecil banget mau dilem  ngaco nih";0
"driver ngaco bukan tokonya barang ok itu smart namanya bengak gua kasih puas komen jg lu bintang satunya buat driver";0
"kecewa lahgk ada penyelesaiandi chat kg di bls di wa kg di bls lari gitu aj sampah";0
"barang dikirim salah pesan webcam logitech di logitech official kok bs dikirimmya headphone jbl dan penukaran barang butuh 4hari kerja sungguh lama";0
"bagus banget keyboardnya packing sangat aman karena double kardus warna juga keren";2
"aaaa bagus banget pengirimannya cepatt dan aman juga packaging nya bisa nyala juga tdi udh dicoba beli dgn harga rp0 senengggbangett";2
"terima kasihh boss mantappss smoga lancarr n berkah rezekinyasmngttt boss";2
"barangnya buwaguusss sesuai pesanan angin nya kencang seperti angin puting beliung laptop ademmmm benerrr";2
"mantap bgt kualitas beneran sama kaya webcam sejutaan";2
"sampai dengan selamat mulus dan berfungsi sempurna seller mau sabar dikonsultasikan dan mengemas dengan aman recommended";2
"proses pesanan dan pengiriman barang cukup cepat produk sesuai deskripsi seller responsif sukses dan tetap jaga protokol kesehatan ya seller terima kasih";2
"penjual ramah barangnya bagus sesuai dgn pesanan packing rapi padahal cmn pesan 1";2
"selamat siang bos pesanan sudah saya terima belum di pasang  di coba packing sangat rapi dan aman product mantap pokoknya top markotop pelayanan sangat oke toko sangat recomended sekali makasih banyak atas semuanya salam sukses sehat dan sejahtera selalu aamiin";2
"recommended seller";2
"top bgt";2
"asli samsung pelayanan sangat baik";2
"mantap laptop jd adem ga cpt panas";2
"memory sdh sy pasang ada 4 keping 8 gb ddr3 semua berfungsi dg baik pengiriman lumayan cepat recommended seller";2
"waw murah bangetttt packingnya rapih produknya bagus keren mantap sangat uhuuy pisan deh pokoknya hehehehehe";2
"mantab respon cepat pesanan tidak mengecewakan rekomended buat belanja spare part terima kasih atas kerja samanya";2
"recommended fast print fast response";2
"gilapengiriman cepet bangetdr surabaya ke bogorfast respontbarang oksesuai bangetpacking rapirecomended seller euyma kasih ganthanks toped";2
"barangnya sudah sampai cepet banget recommended lah tengkyuuu";2
"recommended seller respon cepat pengiriman cukup cepat";2
"earcupnya lembut best value headset sound mantap nyaman dan praktis tinggal plug and play mantaaaap laaah buat gamer";2
"respon cepat barang original terbaik recomended packing baik sukses selalu ya";2
"kualitas suara ok banget apalagi dengan harga yang terjangkau barang pun dijamin ori karena sudah terdaftar di website razer langsung pokoknya bagus lah bassnya juga kerasa";2
"1010 kualitas produk sangat baik dengan harga yang tertera nyaman dipakai suara keras dan 71 berfungsi dengan baik definitely would recommend this";2
"mantaaap tanggap banget fast respon juossssssss";2
"barangnya bagus bangett dengan harga yang affordable dengan kualitas yang lumayan gokil sihh";2
"mantappppp recommended keyboard ma mousenya";2
"mantab minnn pengiriman jam 5 sore masih di gasss";2
"mantap banget kualitasnya gak usah diragukan lagi";2
"cakep produk nya rekomen banget nih sesuai deskripsi";2
"packing rapih fast response dan rgbnya juga bagus sangat di rekomendasikan 1010";2
"as always gapernah gagal belanja sini thanks ggs";2
"cakep bet dah mau duduk aja di kursi ini sampe ga mau berdiri lagi rasanya";2
"overall memuaskan layar bagus walau menurut saya ipsnya ga sebagus ips tv warna sudah bagus ga oversaturated brightness sangat terang buat di pakai dalam gelap tetap silau biar brightness udah 0 layar bisa di putar cm di kaki saja gampang kedorong refresh rate terbukti cepat buat fps sudah mantab kalau asa softwarenya mungkin lebih bagus lagi jd setting ga perlu lewat tombol di belakang dpt kabel display port desain keren hampir bezelless nice";2
"love it product bagus worth it thank you";2
"airo ini punya customer service yang super duper bagus kapanpun saya punya pertanyaan mereka selalu jawab dengan okey produknya pun bagus puas banget love airo";2
"barangnya mantap berkualitas kokoh bergaransi seller ramah pokoknya mantap banget";2
"layanan sangat memuaskan seller rekomended";2
"luar biasa packing di jamin aman pakai bubblewrap cepet banget prosesnya senin malam cekout paginya kirim hari ini rabu sore sampai sangat cepat sangat puas terimakasih sukses selalu yah tech cube";2
"mantap sekali sangat recommended respon seller bintang 5 baru pesan tadi malam hari ini langsung datang";2
"bahan dari plastik dan tidak kuat juga buat menopang laptopini sih kuatnya buat tablet gaisss lebih baik jangan beli yang ini";0
"barang ga pernah sampe katanya dikirim nyusul tapi ditanya no resi ga dikasih2";0
"gak bisa di gunakan ini gimana";0
"saran aja buat temen temen yang beli disini  jangan buang box nya simpan terus biar kalo baru beli terus rusak bisa di claim garansinya";0
"packaging gk aman bgt bubble wrap tipis alhasil kemasan barang agak penyok pas dateng thank god barangnya aman ini official store seharusnya lebih baik lagi fix min next duh";0
"biarkan gambar bercerita pesan 20 bh yg rusak 10 bh jgn percaya balasan pembelaan apapun dari seller tidak amanah alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100  bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi saya tidak pernah cerita panjang lebar di ulasan tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan bacalah ini waspadalah waspadalah tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi utk akhirnya tetap tokopeda refund dana trims admin";0
"seharusnya chat dijadikan makesure barang warna dll jgn kaku kaku bgt jadi roko";0
"barang diterima dalam kondisi rusak juga di alami beberapa pembeli lain complain di reject oleh seller tapi tokopedia menengahi dan bisa retur tapi sayangnya saya dalam situasi tidak mudah mengirim barang jadi apa boleh buat sangat tidak recommend beli di toko yang cenderung tidak amanah";0
"ampun dah ini packing terasal yg pernah gua terima ini klu patah gimana awas aja isinya rusak pas gua pake ya";0
"produk ini chip di dalamnya didaur ulang dan dipasang kembali setelah menggiling katakata aslinya pembeli harap perhatikan temanteman tolong beri perhatian khusus";0
"ini toko korupga sesuai sama isinyanot recommended";0
"isi paket via link aja yg di rekomendasikan aja selalu gagalvia ovomandiri sampe bca aja selalu gagalga siap system nya jangan jualan";0
"nope kalau kepikiran mau beli saran saya jangan product sering rto gajelas cs after sales service yg buruk dijamin pengalaman kalian akan kecewa";0
"pelayanan buruk pengiriman lama dan respon yang lama jangan beli barang disini kalo ga mau kecewa cukup sekali ini aja";0
"sama sekali gk bisa dpake asli nyesel";0
"produk yg dikirim awal tidak dapat berfungsi dengan semestinya meskipun sdh dikirimkan lg produk lainnya selain itu seller sangat tidak layak menjadi official store pengiriman barang tidak sesuai dengan jadwal yang dijanjikan di deskripsisistem tokped selain itu sangat slow response seller ini not recommended";0
"respon cellernya setengah mati nungguinnnnpengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di jakarta utara g arekomen buat pembeli lagi cari yang laindari pada emosi nungguin";0
"parah prosesnya lama banget semoga ini bisa jadi pelajaram buat team logitech";0
"harga sih promo 17900 sy pake gojek instant lebih mahal ongkirnya drpd barangnya krn mau dipake cepet pas nyampe eh ternyata udah patah sebelah standnya kecewa sih karna kalo jual promo ada cacat ya di catet gitu biar customer ga beli barang promo kalo tau ada cacatnya seller si oke buat tuker barang tp udh ga efektif aja sy mau pake cepet jg jd ga bisa di retur jg ongkir lebih mahal lagi dari kualitas barangnya  mengecewakan deh pokonya kapok beli disini";0
"hati2 ternyata di foto display adalah varian yg ada bonus harga berbeda";0
"estimasi proses pesanan 23 hari bung ini online platform kalo ga siap cepet menuhin customer secara online jualan offline aja customer beli online buat dipake segera dan kalau ada delayproses apalah itu ditulis di deskripsi produk ini customer nanya dulu baru diinfo proses pemesanan 23 hari itu juga ga ada efeknya ke kemasan cuma dibungkus bubble wrap tipissss ga kebayang kalo customer ada yg apes barangnya dilempar2 jadi ancur isinya dan jangan pernah janjiin ke customer barang akan dipickupantar saat weekend karena kalian aja libur sabtuminggu";0
"pesan tanggal 2 maret jam 9 pakai pengiriman instant sampai nya tanggal 3 maret padahal sudah bayar mahal dikirimnya keesokan harinya bukan salah pengantarnya driver gosend nya sudah mengantarkan paket dengan baik tapi durasi proses dari toko sangat lama padahal butuhnya tanggal 2 maret makanya saya pilih pengiriman instant saya juga sudah tanya pihak toko jika paket bisa dikirim hari itu juga atau tidak jawabannya bisa tapi kenyataannya paket saya tidak dikirim pada hari itu juga kalau tidak bisa dikirim hari itu juga ya bilang saya juga sudah ajukan cancel pesanan juga tidak ada respon dari penjual pelayanan sangat sangat buruk tidak recommended semoga lebih baik lagi kedepannya";0
"barang ternyata palsu";0
"ga jelas info bohong yang bikin pengalaman tidak menyenangkan kalo mau beli produk dbe cari toko laen yang ini tipu tipu headphone dateng dengan keadaan bikin kuping sakit";0
"rgb mati dari awal datang  penjual gak respon barang gak lulus qc sepertinya yg dijual hati hati kalau beli";0
"hati2 belanja disini dapet unit cacat dblg suruh ajukan komplain nti mau dituker trnyta tokonya sndiri yg blg gabs dituker official store abal2 ini mah ga jelas solusinya gmn";0
"pelayanan toko sangat buruk saya order laptop disini dan setelah barangnya sampai laptop nya ga mau nyala habis itu saya berusaha minta solusi dari seller awalnya seller masih mau respon seadanya  tidak menawarkan solusi dan sangat lamban lalu karena mikir respondnya lama banget terpaksa saya ajukan komplain  tapi setelah di komplain seller ga pernah jawab diskusi ataupun respon kendalanya saya dicuekin selama 8 hari sampai jangka waktu habis dan dana di refund kalau ada yg baca ulasan saya saya anjurkan utk order di toko lain jangan tergoda sama tittle official store nyata nya pelayanan toko ga lebih baik dari merchant biasa harga juga ga lebih murah";0
"pengiriman laptop dr toko tidak dicek dahulu laptop yg dikasih ke pembeli layar pecah kerdus rusak padahal packingan tidak ada yg rusak menghabiskan waktu saja buat klaim ke tokpedia berminggu minggu baru berhasil klaim ke pihak asuransi ternyata toko yg sudah verified tidak menjamin pelayanan toko ini buruk respon cepat saat awal beli aja saat dikomplen sangat lama mengulur2 waktu tidak mau tanggung jawab padahal jelas komplainan langsung dihari berikutny setelah paket dibuka yg seharusny bisa langsung tuker unit langsung dr toko trus apa gunany ditulis di deskripsi garansi toko 3 hari  cukup terakhir beli disini thanks";0
